Entidade;Campo;Tipo;Caminho Completo;Profundidade;Removido pelo filtro padrão
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Tomador;ID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Tomador.ID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Tomador;ValidationResult;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Tomador.ValidationResult];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido;Caixa;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;Valor;Decimal;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.Valor];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;ValorRecebido;Decimal;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.ValorRecebido];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;ValorComTaxas;Decimal;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.ValorComTaxas];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;Operacao;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.Operacao];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;Troco;Decimal;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.Troco];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;Data;DateTime;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.Data];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;UsuarioID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.UsuarioID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;PedidoID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.PedidoID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;ItemPedidoID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.ItemPedidoID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;FormasDePagamento;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.FormasDePagamento];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;Observacao;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.Observacao];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;ParceiroDeIntegracaoID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.ParceiroDeIntegracaoID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;RetornoExterno;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.RetornoExterno];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;Usuario;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.Usuario];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;Pedido;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.Pedido];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;QuantidadeDeItens;Int32;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.QuantidadeDeItens];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;ID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.ID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa;ValidationResult;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Caixa.ValidationResult];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido;Arquivo;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;TemplateID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.TemplateID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;Data;DateTime;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.Data];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;NomeDoArquivoDeDados;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.NomeDoArquivoDeDados];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;NomeInternoDoArquivoDeDados;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.NomeInternoDoArquivoDeDados];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;NomeDoArquivoDeImagens;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.NomeDoArquivoDeImagens];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;NomeInternoDoArquivoDeImagens;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.NomeInternoDoArquivoDeImagens];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;Informacao;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.Informacao];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;StatusID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.StatusID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;Quantidade;Int32;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.Quantidade];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;QuantidadeProcessada;Int32;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.QuantidadeProcessada];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;UsuarioQueFezAhLeitura;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.UsuarioQueFezAhLeitura];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;UsuarioQueFezOhProcessamento;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.UsuarioQueFezOhProcessamento];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;UsuarioResponsavelPelosAtos;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.UsuarioResponsavelPelosAtos];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;UsuarioPesquisador;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.UsuarioPesquisador];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;Filtro;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.Filtro];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;ParceiroDeLogisticaID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.ParceiroDeLogisticaID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;Template;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.Template];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;Status;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.Status];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;UsuarioQueFezAhLeituraObject;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.UsuarioQueFezAhLeituraObject];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;ID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.ID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo;ValidationResult;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.Arquivo.ValidationResult];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido;ID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.ID];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido;ValidationResult;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.ValidationResult];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.ValidationResult;IsOK;Boolean;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.ValidationResult.IsOK];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.ValidationResult;MessageSuccess;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Pedido.ValidationResult.MessageSuccess];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos;ItemPedidoID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedidoID];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos;AtoID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.AtoID];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos;Ordem;Int32;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ordem];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos;Ato;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;TipoDeAtoID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.TipoDeAtoID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;Data;DateTime;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.Data];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;UsuarioID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.UsuarioID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;IdentificacaoDaOrigem;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.IdentificacaoDaOrigem];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;TipoDeCobrancaID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.TipoDeCobrancaID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;Quantidade;Int32;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.Quantidade];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;Verbas;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.Verbas];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;OutrosValores;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.OutrosValores];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;ValorAoCartorio;Decimal;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.ValorAoCartorio];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;ValorTotal;Decimal;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.ValorTotal];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;DetalheOutrosValores;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.DetalheOutrosValores];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;TipoDeAto;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.TipoDeAto];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;Usuario;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.Usuario];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;TipoDeCobranca;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.TipoDeCobranca];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;OrdemJudicial;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.OrdemJudicial];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;IntimacaoParaODevedor;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.IntimacaoParaODevedor];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;Selo;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.Selo];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;CobrancaAto;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.CobrancaAto];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;Apontamento;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.Apontamento];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;RPS;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.RPS];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;PrestacaoDeContas;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.PrestacaoDeContas];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;CodigoFiscalDoAto;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.CodigoFiscalDoAto];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;Tabela;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.Tabela];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;ItemDaTabela;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.ItemDaTabela];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;Letra;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.Letra];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;ComunicadoDeReembolso;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.ComunicadoDeReembolso];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;DetalhesOutrosValoresDoAto;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.DetalhesOutrosValoresDoAto];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;ID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.ID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;ValidationResult;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.ValidationResult];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato;ItemPedido;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.Ato.ItemPedido];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos;ItemPedido;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido;PedidoID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido.PedidoID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido;Ordem;Int32;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido.Ordem];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido;StatusID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido.StatusID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido;ValorAoCartorio;Decimal;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido.ValorAoCartorio];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido;ValorTotal;Decimal;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido.ValorTotal];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido;NumeroDoRPS;Int32;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido.NumeroDoRPS];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido;SerieDoRPS;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido.SerieDoRPS];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido;TomadorID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido.TomadorID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido;ItemPedidoExterno;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido.ItemPedidoExterno];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido;CodigoDeSeguranca;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido.CodigoDeSeguranca];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido;ObservacoesAto;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido.ObservacoesAto];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido;NumeroDoRecibo;Nullable`1[[System.Int32, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido.NumeroDoRecibo];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido;Pedido;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido.Pedido];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido;Status;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido.Status];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido;ID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido.ID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido;ValidationResult;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ItemPedido.ValidationResult];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos;ID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ID];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos;ValidationResult;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ValidationResult];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ValidationResult;IsOK;Boolean;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ValidationResult.IsOK];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ValidationResult;MessageSuccess;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Atos.ValidationResult.MessageSuccess];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto;Status;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status;TipoDeStatusID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.TipoDeStatusID];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status;EstadoDoStatusID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.EstadoDoStatusID];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status;Nome;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.Nome];6;Sim
